"Woonplaatsen in Nederland 2015"
"Onderwerpen";"Woonplaatscode";"Gemeente";"Gemeente";"Provincie";"Provincie";"Landsdeel";"Landsdeel"
"Wanneperveen";"2717";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wanroij";"2085";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wanssum";"1861";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wânswert";"3210";"Ferwerderadiel";"GM1722";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wapenveld";"2868";"Heerde";"GM0246";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wapse";"3124";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wapserveen";"3125";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Warder";"1843";"Zeevang";"GM0478";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warffum";"3486";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfhuizen";"3427";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Warfstermolen";"3316";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warmenhuizen";"3294";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Warmond";"3542";"Teylingen";"GM1525";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Warns";"1971";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warnsveld";"1396";"Zutphen";"GM0301";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Warstiens";"2540";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Warten";"2541";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waskemeer";"1765";"Ooststellingwerf";"GM0085";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Waspik";"2598";"Waalwijk";"GM0867";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wassenaar";"1821";"Wassenaar";"GM0629";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wateren";"3126";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Watergang";"1945";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Waterhuizen";"1022";"Hoogezand-Sappemeer";"GM0018";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wateringen";"2664";"Westland";"GM1783";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Waterlandkerkje";"2963";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Waverveen";"3551";"De Ronde Venen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wedde";"2236";"Bellingwedde";"GM0007";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Weere";"2789";"Opmeer";"GM0432";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Weerselo";"1417";"Dinkelland";"GM1774";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weert";"1974";"Weert";"GM0988";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Weesp";"1012";"Weesp";"GM0457";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wehe-den Hoorn";"3428";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wehl";"3248";"Doetinchem";"GM0222";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Weidum";"2032";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Weiteveen";"2000";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wekerom";"2771";"Ede";"GM0228";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well";"1632";"Maasdriel";"GM0263";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Well L";"1124";"Bergen (L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wellerlooi";"1125";"Bergen (L.)";"GM0893";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Welsum";"1382";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wemeldinge";"1470";"Kapelle";"GM0678";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wenum Wiesel";"3561";"Apeldoorn";"GM0200";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wergea";"2539";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Werkendam";"2218";"Werkendam";"GM0870";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Werkhoven";"2605";"Bunnik";"GM0312";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wernhout";"3491";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wervershoof";"3565";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wesepe";"1381";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wessem";"1919";"Maasgouw";"GM1641";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Westbeemster";"2172";"Beemster";"GM0370";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westbroek";"2939";"De Bilt";"GM0310";"Utrecht";"PV26";"West-Nederland";"LD03"
"Westdorp";"1802";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westdorpe";"1138";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westendorp";"1575";"Oude IJsselstreek";"GM1509";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerbeek";"2086";"Sint Anthonis";"GM1702";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerbork";"3025";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westerbroek";"1023";"Hoogezand-Sappemeer";"GM0018";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Westereen";"3273";"Dantumadiel";"GM1891";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westeremden";"3455";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westergeest";"3317";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westerhaar-Vriezenveensewijk";"3327";"Twenterand";"GM1700";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Westerhoven";"1460";"Bergeijk";"GM1724";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Westerland";"1490";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westerlee";"1900";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westernieland";"3429";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Westervelde";"1652";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Westervoort";"1936";"Westervoort";"GM0293";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Westerwijtwerd";"3456";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"West-Graftdijk";"1908";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westhem";"2424";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westhoek";"3329";"het Bildt";"GM0063";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westkapelle";"2785";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Westknollendam";"1881";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westmaas";"2385";"Binnenmaas";"GM0585";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"West-Terschelling";"2625";"Terschelling";"GM0093";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Westwoud";"1513";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Westzaan";"1882";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetering";"2718";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Weteringbrug";"1606";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wetsens";"3413";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wetsinge";"2474";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Weurt";"2750";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezep";"3073";"Oldebroek";"GM0269";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wezup";"2166";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wezuperbrug";"2167";"Coevorden";"GM0109";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wichmond";"3572";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wier";"2734";"Menameradiel";"GM1908";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wierden";"1087";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wieringerwaard";"3187";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wieringerwerf";"2436";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wierum";"3414";"Dongeradeel";"GM0058";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijchen";"2564";"Wijchen";"GM0296";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijckel";"1686";"De Friese Meren";"GM1921";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijdenes";"1514";"Drechterland";"GM0498";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijdewormer";"2288";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijhe";"1380";"Olst-Wijhe";"GM1773";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"de Wijk";"3162";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wijk aan Zee";"3552";"Beverwijk";"GM0375";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wijk bij Duurstede";"1302";"Wijk bij Duurstede";"GM0352";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wijk en Aalburg";"1957";"Aalburg";"GM0738";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wijlre";"1236";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnaldum";"2893";"Harlingen";"GM0072";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijnandsrade";"2361";"Nuth";"GM0951";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Wijnbergen";"2212";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wijngaarden";"1986";"Molenwaard";"GM1927";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wijnjewoude";"3358";"Opsterland";"GM0086";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wijster";"3026";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wilbertoord";"1979";"Mill en Sint Hubert";"GM0815";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wildervank";"1241";"Veendam";"GM0047";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Wilgen";"3278";"Smallingerland";"GM0090";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wilhelminadorp";"1827";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wilhelminaoord";"3127";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Willemsoord";"2719";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Willemstad";"1317";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wilnis";"1931";"De Ronde Venen";"GM0736";"Utrecht";"PV26";"West-Nederland";"LD03"
"Wilp";"2613";"Voorst";"GM0285";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"De Wilp";"2260";"Marum";"GM0025";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wilsum";"2898";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Winde";"2920";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Windraak";"2820";"Sittard-Geleen";"GM1883";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Winkel";"2521";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Winneweer";"1836";"Ten Boer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winschoten";"1471";"Oldambt";"GM1895";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Winssen";"2753";"Beuningen";"GM0209";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winsum";"2033";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Winsum";"2475";"Winsum";"GM0053";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wintelre";"2997";"Eersel";"GM0770";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Winterswijk";"1478";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Brinkheurne";"1486";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Corle";"1487";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Henxel";"1485";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Huppel";"1480";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Kotten";"1482";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Meddo";"1479";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Miste";"1484";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Ratum";"1481";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Winterswijk Woold";"1483";"Winterswijk";"GM0294";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wirdum";"3545";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wirdum Gn";"3457";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wissenkerke";"3191";"Noord-Beveland";"GM1695";"Zeeland";"PV29";"West-Nederland";"LD03"
"Witharen";"2556";"Ommen";"GM0175";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Witmarsum";"2325";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Witte Paarden";"2720";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Wittelte";"3128";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wittem";"1233";"Gulpen-Wittem";"GM1729";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Witteveen";"3027";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Wiuwert";"2034";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wjelsryp";"2035";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woensdrecht";"1004";"Woensdrecht";"GM0873";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woerden";"1071";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woerdense Verlaat";"2669";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Wognum";"3158";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woldendorp";"3245";"Delfzijl";"GM0010";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolfheze";"2989";"Renkum";"GM0274";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Wolphaartsdijk";"1828";"Goes";"GM0664";"Zeeland";"PV29";"West-Nederland";"LD03"
"Wolsum";"2425";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Woltersum";"1833";"Ten Boer";"GM0009";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Wolvega";"1744";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wommels";"2036";"Littenseradiel";"GM0140";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wons";"2326";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Workum";"1965";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wormer";"2287";"Wormerland";"GM0880";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Wormerveer";"1883";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woubrugge";"3043";"Kaag en Braassem";"GM1884";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Woudbloem";"1361";"Slochteren";"GM0040";"Groningen";"PV20";"Noord-Nederland";"LD01"
"de Woude";"2269";"Castricum";"GM0383";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Woudenberg";"2523";"Woudenberg";"GM0351";"Utrecht";"PV26";"West-Nederland";"LD03"
"Woudrichem";"3306";"Woudrichem";"GM0874";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Woudsend";"2426";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wouw";"1589";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wouwse Plantage";"1592";"Roosendaal";"GM1674";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Wyns";"2442";"Tytsjerksteradiel";"GM0737";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Wytgaard";"1206";"Leeuwarden";"GM0080";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Yde";"2921";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Yerseke";"3467";"Reimerswaal";"GM0703";"Zeeland";"PV29";"West-Nederland";"LD03"
"Ypecolsga";"2427";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysbrechtum";"3592";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Ysselsteyn";"2338";"Venray";"GM0984";"Limburg";"PV31";"Zuid-Nederland";"LD04"
"Zaamslag";"1139";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zaandam";"1884";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zaandijk";"1885";"Zaanstad";"GM0479";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zalk";"2897";"Kampen";"GM0166";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zaltbommel";"2636";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"'t Zand";"2758";"Schagen";"GM0441";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zandberg";"1803";"Borger-Odoorn";"GM1681";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zandeweer";"3487";"Eemsmond";"GM1651";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandhuizen";"1745";"Weststellingwerf";"GM0098";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Zandpol";"2001";"Emmen";"GM0114";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"'t Zandt";"3458";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zandvoort";"1305";"Zandvoort";"GM0473";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zeddam";"2213";"Montferland";"GM1955";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zeegse";"2922";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeeland";"1850";"Landerd";"GM1685";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zeerijp";"3459";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zeewolde";"1075";"Zeewolde";"GM0050";"Flevoland";"PV24";"Oost-Nederland";"LD02"
"Zegge";"2585";"Rucphen";"GM0840";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zegveld";"1074";"Woerden";"GM0632";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zeijen";"2923";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveen";"2396";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeijerveld";"2397";"Assen";"GM0106";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zeist";"2821";"Zeist";"GM0355";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zelhem";"3574";"Bronckhorst";"GM1876";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zenderen";"3571";"Borne";"GM0147";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zennewijnen";"2558";"Tiel";"GM0281";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zennewijnen";"3369";"Neerijnen";"GM0304";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zetten";"1873";"Overbetuwe";"GM1734";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenaar";"1297";"Zevenaar";"GM0299";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zevenbergen";"1323";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"1327";"Moerdijk";"GM1709";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenbergschen Hoek";"2580";"Drimmelen";"GM1719";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zevenhoven";"2671";"Nieuwkoop";"GM0569";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"1213";"Zuidplas";"GM1892";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zevenhuizen";"2346";"Leek";"GM0022";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zierikzee";"2689";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zieuwent";"2229";"Oost Gelre";"GM1586";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zijderveld";"2844";"Vianen";"GM0620";"Utrecht";"PV26";"West-Nederland";"LD03"
"Zijdewind";"2522";"Hollands Kroon";"GM1911";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zijldijk";"3460";"Loppersum";"GM0024";"Groningen";"PV20";"Noord-Nederland";"LD01"
"De Zilk";"1928";"Noordwijkerhout";"GM0576";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoelen";"3384";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoelmond";"3385";"Buren";"GM0214";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zoetermeer";"2293";"Zoetermeer";"GM0637";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zoeterwoude";"2644";"Zoeterwoude";"GM0638";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zonnemaire";"2690";"Schouwen-Duiveland";"GM1676";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zorgvlied";"3129";"Westerveld";"GM1701";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zoutelande";"2786";"Veere";"GM0717";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zoutkamp";"3430";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuid-Beijerland";"2889";"Korendijk";"GM0588";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zuidbroek";"2280";"Menterwolde";"GM1987";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuiddorpe";"1140";"Terneuzen";"GM0715";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zuidermeer";"1192";"Koggenland";"GM1598";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuiderwoude";"1948";"Waterland";"GM0852";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidhorn";"2128";"Zuidhorn";"GM0056";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuidlaarderveen";"2925";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidland";"1390";"Nissewaard";"GM1930";"Zuid-Holland";"PV28";"West-Nederland";"LD03"
"Zuidlaren";"2913";"Tynaarlo";"GM1730";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidoostbeemster";"2173";"Beemster";"GM0370";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuid-Scharwoude";"1117";"Langedijk";"GM0416";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidschermer";"1892";"Alkmaar";"GM0361";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zuidveen";"2721";"Steenwijkerland";"GM1708";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zuidveld";"3028";"Midden-Drenthe";"GM1731";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidvelde";"1653";"Noordenveld";"GM1699";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidwolde";"2832";"Bedum";"GM0005";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zuidwolde";"3172";"De Wolden";"GM1690";"Drenthe";"PV22";"Noord-Nederland";"LD01"
"Zuidzande";"2972";"Sluis";"GM1714";"Zeeland";"PV29";"West-Nederland";"LD03"
"Zuilichem";"2637";"Zaltbommel";"GM0297";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zuna";"1091";"Wierden";"GM0189";"Overijssel";"PV23";"Oost-Nederland";"LD02"
"Zundert";"3489";"Zundert";"GM0879";"Noord-Brabant";"PV30";"Zuid-Nederland";"LD04"
"Zurich";"2327";"Súdwest-Fryslân";"GM1900";"Friesland";"PV21";"Noord-Nederland";"LD01"
"Zutphen";"1395";"Zutphen";"GM0301";"Gelderland";"PV25";"Oost-Nederland";"LD02"
"Zuurdijk";"3431";"De Marne";"GM1663";"Groningen";"PV20";"Noord-Nederland";"LD01"
"Zwaag";"2463";"Hoorn";"GM0405";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zwaagdijk-Oost";"1107";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zwaagdijk-West";"3159";"Medemblik";"GM0420";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zwaanshoek";"1611";"Haarlemmermeer";"GM0394";"Noord-Holland";"PV27";"West-Nederland";"LD03"
"Zwagerbosch";"3318";"Kollumerland en Nieuwkruisland";"GM0079";"Friesland";"PV21";"Noord-Nederland";"LD01"
